adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,belongs_to_collection,budget,genres,homepage,imdb_id,origin_country,production_companies,production_countries,revenue,runtime,spoken_languages,status,tagline,actors,director
False,/5a8UmLL6uNgTaqX6AaanEcXBs6s.jpg,[18],1319968,en,Millers in Marriage,"Eve Miller, a former indie rock singer, struggles with her toxic marriage while growing attracted to a music journalist. Her sister Maggie, a bestselling author, faces marital discord as her career overshadows her husband's.",98.193,/z7UvGuQ8pSs0JJP3QYCAIsNzYXI.jpg,2025-02-21,Millers in Marriage,False,5.9,9,,0,"[{'id': 18, 'name': 'Drama'}]",,tt32499895,['US'],"[{'id': 60919, 'logo_path': '/aixGsrDcrXmzkrOs5nr5YqT01ry.png', 'name': 'Marlboro Road Gang Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,117,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"['Gretchen Mol', 'Julianna Margulies', 'Minnie Driver', 'Edward Burns', 'Morena Baccarin']",Edward Burns
False,/aIGIYJTyOkEVUmEd3z5x6diYsFx.jpg,"[28, 12, 878, 53]",135397,en,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",93.082,/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg,2015-06-06,Jurassic World,False,6.693,20549,"{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/njFixYzIxX8jsn6KMSEtAzi4avi.jpg'}",150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",https://www.jurassicworld.com/,tt0369610,['US'],"[{'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/3wwjVpkZtnog6lSKzWDjvw2Yi00.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1671537444,124,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The park is open.,"['Chris Pratt', 'Bryce Dallas Howard', 'Irrfan Khan', ""Vincent D'Onofrio"", 'Ty Simpkins']",Colin Trevorrow
False,/3m0j3hCS8kMAaP9El6Vy5Lqnyft.jpg,"[878, 27, 53]",1125510,es,El hoyo 2,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",109.138,/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg,2024-09-27,The Platform 2,False,5.55,1115,"{'id': 1126392, 'name': 'The Platform Collection', 'poster_path': '/nhzz8k3Kh1roYdPvbryX3VtgLZN.jpg', 'backdrop_path': '/m7REj1vsxi2aEcwT7iFHPRXbwgN.jpg'}",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",https://www.netflix.com/title/81284730,tt27729779,['ES'],"[{'id': 52270, 'logo_path': None, 'name': 'Basque Films', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,101,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Hunger will be the least of your worries.,"['Milena Smit', 'Hovik Keuchkerian', 'Natalia Tena', 'Óscar Jaenada', 'Ivan Massagué']",Galder Gaztelu-Urrutia
False,/5VIbsgprjZLQ6pyfGXRnniRaLcY.jpg,"[16, 10751, 35, 14]",421892,en,Shrek 5,The fifth film in the Shrek franchise. Plot TBA.,145.53,/mzReWlCBeZ8muah1jxQBqOUEpjz.jpg,2026-12-23,Shrek 5,False,0.0,0,"{'id': 2150, 'name': 'Shrek Collection', 'poster_path': '/qNHZMe92A7Pyl46qUH29hVOtbSK.jpg', 'backdrop_path': '/lhsd1zCsq5UquvcNalmhuddV3tI.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,tt6113186,['US'],"[{'id': 521, 'logo_path': '/3BPX5VGBov8SDqTV7wC1L1xShAS.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",In Production,Far Far Away's Finest are coming.,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Zendaya', 'Cody Cameron']",Walt Dohrn
False,/hSuDBuToaEAF4NhHR4haZPw3xN2.jpg,[28],1075789,en,The Ballad of Davy Crockett,"In 1815, an American Legend, whose wife has fallen deathly ill, leaving his young children to survive on their own, must fight his way back to them across the many perils found in the Savage Lands of the wild frontier.",102.737,/r3eg88OcnLcCihQdaW3IAOlui4F.jpg,2024-03-08,The Ballad of Davy Crockett,False,5.2,17,,0,"[{'id': 28, 'name': 'Action'}]",,tt10583416,['US'],"[{'id': 220943, 'logo_path': None, 'name': 'Tranquillibrium Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"['William Moseley', 'Colm Meaney', 'Jesse Hutch', 'Valerie Jane Parker', 'Nico Tirozzi']",Derek Estlin Purvis
False,/en3GU5uGkKaYmSyetHV4csHHiH3.jpg,"[10752, 28, 18]",929590,en,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",106.67,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,Civil War,False,6.869,3378,,50000000,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",https://a24films.com/films/civil-war,tt17279496,"['GB', 'US']","[{'id': 284, 'logo_path': '/1lEgJkA2GckrMvzhfqENfkr04vO.png', 'name': 'DNA Films', 'origin_country': 'GB'}, {'id': 142269, 'logo_path': '/ggrWFqk5mPMks0vE3aCy3l9e0dv.png', 'name': 'IPR.VC', 'origin_country': 'FI'}, {'id': 41077, 'logo_path': '/1ZXsGaFPgrgS6ZZGS37AqD5uU12.png', 'name': 'A24', 'origin_country': 'US'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",126542249,109,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the frontline.,"['Kirsten Dunst', 'Wagner Moura', 'Cailee Spaeny', 'Stephen McKinley Henderson', 'Nelson Lee']",Alex Garland
False,/vr6n6ZFUZvedvIlhfYcbCWcaKyW.jpg,"[12, 14, 28]",58,en,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",92.828,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,2006-07-06,Pirates of the Caribbean: Dead Man's Chest,False,7.364,16193,"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/4KUJ38SsViJTsUmTRvXxerBNwAv.jpg', 'backdrop_path': '/wxgD3fB5lQ2sGJLog0rvXW049Pf.jpg'}",200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",https://movies.disney.com/pirates-of-the-caribbean-dead-mans-chest,tt0383574,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 19936, 'logo_path': None, 'name': 'Second Mate Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1066179747,151,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}, {'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,Captain Jack is back!,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård', 'Bill Nighy']",Gore Verbinski
False,/hZkgoQYus5vegHoetLkCJzb17zJ.jpg,[18],550,en,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",110.331,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,1999-10-15,Fight Club,False,8.4,29922,,63000000,"[{'id': 18, 'name': 'Drama'}]",http://www.foxmovies.com/movies/fight-club,tt0137523,['US'],"[{'id': 711, 'logo_path': '/tEiIH5QesdheJmDAqQwvtN60727.png', 'name': 'Fox 2000 Pictures', 'origin_country': 'US'}, {'id': 508, 'logo_path': '/7cxRWzi4LsVm4Utfpr1hfARNurT.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 4700, 'logo_path': '/A32wmjrs9Psf4zw0uaixF0GXfxq.png', 'name': 'Linson Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 20555, 'logo_path': '/hD8yEGUBlHOcfHYbujp71vD8gZp.png', 'name': 'Taurus Film', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",100853753,139,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Mischief. Mayhem. Soap.,"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf', 'Jared Leto']",David Fincher
False,/dFEuzhwXfotJojrDvUpvzp12kg0.jpg,"[18, 53, 10749]",1323784,es,Mala influencia,A poor boy and a pampered rich girl seek to uncover secrets of the past to save their romance and their skin.,110.304,/8xBKZpQpWx8MbbTZm0jLgV4sXil.jpg,2025-01-24,Bad Influence,False,7.938,8,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",,tt23558084,['ES'],"[{'id': 233932, 'logo_path': None, 'name': 'N&L Films', 'origin_country': 'ES'}, {'id': 182897, 'logo_path': '/5jZX93pvheCYowROn9LAz499FC5.png', 'name': 'Wattpad WEBTOON Studios', 'origin_country': 'US'}, {'id': 10012, 'logo_path': '/p2lszp9t84Mq9H87ITBCzopuUu4.png', 'name': 'Nadie es Perfecto', 'origin_country': 'ES'}, {'id': 251093, 'logo_path': None, 'name': 'Imperfect Films', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,106,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,"['Alberto Olmo', 'Eléa Rochera', 'Enrique Arce', 'Mirela Balić', 'Farid Bechara']",Chloé Wallace
False,/rvtdN5XkWAfGX6xDuPL6yYS2seK.jpg,"[80, 9648, 53]",414906,en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",110.303,/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,The Batman,False,7.659,10681,"{'id': 948485, 'name': 'The Batman Collection', 'poster_path': '/jauF9NsYc97khPSENLLHGXT09bg.jpg', 'backdrop_path': '/6IX81STHKPsSFVCN57sJ3ljwXI5.jpg'}",185000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",https://www.thebatman.com,tt1877830,['US'],"[{'id': 101405, 'logo_path': '/iusVPF9AJD1DiHEWbZEXgn1hpOf.png', 'name': '6th & Idaho Motion Picture Company', 'origin_country': 'US'}, {'id': 119245, 'logo_path': '/6F45uVsKpNYANcWvplyhgIFezFU.png', 'name': 'Dylan Clark Productions', 'origin_country': 'US'}, {'id': 128064, 'logo_path': '/13F3Jf7EFAcREU0xzZqJnVnyGXu.png', 'name': 'DC Films', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",772319315,177,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Unmask the truth.,"['Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell', 'Paul Dano']",Matt Reeves
False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"[12, 878, 28]",299534,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",110.16,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,2019-04-24,Avengers: Endgame,False,8.24,26073,"{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/yFSIUVTCvgYrpalUktulvk3Gi5Y.jpg', 'backdrop_path': '/zuW6fOiusv4X9nnW3paHGfXcSll.jpg'}",356000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",https://www.marvel.com/movies/avengers-endgame,tt4154796,['US'],"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2799439100,181,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Xhosa', 'iso_639_1': 'xh', 'name': ''}]",Released,Avenge the fallen.,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson']",Anthony Russo
False,/Ar7QuJ7sJEiC0oP3I8fKBKIQD9u.jpg,"[28, 18, 12]",98,en,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",109.956,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000-05-04,Gladiator,False,8.218,19422,"{'id': 1069584, 'name': 'Gladiator Collection', 'poster_path': '/bk6nx2rGNdlKtBsB9XcrclVKItv.jpg', 'backdrop_path': '/1VdLvSIeHuwqCT13H9EafxCacGB.jpg'}",103000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",,tt0172495,['US'],"[{'id': 33, 'logo_path': '/3wwjVpkZtnog6lSKzWDjvw2Yi00.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 1645, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'GB'}, {'id': 14440, 'logo_path': '/gk9zllyMFnaVBWTdZpm7VcfQrHC.png', 'name': 'Red Wagon Entertainment', 'origin_country': 'US'}, {'id': 21904, 'logo_path': None, 'name': 'Mill Film', 'origin_country': 'GB'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",465361176,155,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,What we do in life echoes in eternity.,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris']",Ridley Scott
False,/stmYfCUGd8Iy6kAMBr6AmWqx8Bq.jpg,"[28, 878, 35, 10751]",454626,en,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",109.926,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,2020-02-12,Sonic the Hedgehog,False,7.3,9802,"{'id': 720879, 'name': 'Sonic the Hedgehog Collection', 'poster_path': '/1qtAVIWnx4vxmFEnZ3fDDbtMt8o.jpg', 'backdrop_path': '/ggDVF2DhqIQjJI0zUqsWMS2WTcF.jpg'}",85000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://www.paramountmovies.com/movies/sonic-the-hedgehog,tt3794354,['US'],"[{'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 10644, 'logo_path': '/ocLZIdYJBppuCt1rhYEb2jbpt5F.png', 'name': 'Blur Studio', 'origin_country': 'US'}, {'id': 77884, 'logo_path': '/dP2lxVNctD5Cried0IWVqgrO2o9.png', 'name': 'Marza Animation Planet', 'origin_country': 'JP'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 113750, 'logo_path': '/A3QVZ9Ah0yI2d2GiXUFpdlbTgyr.png', 'name': 'SEGA', 'origin_country': 'JP'}, {'id': 168701, 'logo_path': '/vWdZFT4V64CCv12D10m44duQjyg.png', 'name': 'SEGA of America', 'origin_country': 'US'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",319715683,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A whole new speed of hero.,"['Ben Schwartz', 'James Marsden', 'Tika Sumpter', 'Jim Carrey', 'Natasha Rothwell']",Jeff Fowler
False,/icmmSD4vTTDKOq2vvdulafOGw93.jpg,"[28, 878]",603,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",109.489,/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,1999-03-31,The Matrix,False,8.222,26108,"{'id': 2344, 'name': 'The Matrix Collection', 'poster_path': '/bV9qTVHTVf0gkW0j7p7M0ILD4pG.jpg', 'backdrop_path': '/bRm2DEgUiYciDw3myHuYFInD7la.jpg'}",63000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.warnerbros.com/matrix,tt0133093,['US'],"[{'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 372, 'logo_path': None, 'name': 'Groucho II Film Partnership', 'origin_country': ''}, {'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",463517383,136,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Believe the unbelievable.,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Gloria Foster']",Lana Wachowski
False,/4s2d3xdyqotiVNHTlTlJjrr3q0H.jpg,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",109.327,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,2014-10-24,Big Hero 6,False,7.73,15783,,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://movies.disney.com/big-hero-6,tt2245084,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 6125, 'logo_path': '/tzsMJBJZINu7GHzrpYzpReWhh66.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",657870525,102,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Drop everything. Save the world.,"['Scott Adsit', 'Ryan Potter', 'Daniel Henney', 'T.J. Miller', 'Jamie Chung']",Don Hall
False,/3m0j3hCS8kMAaP9El6Vy5Lqnyft.jpg,"[878, 27, 53]",1125510,es,El hoyo 2,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",109.138,/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg,2024-09-27,The Platform 2,False,5.55,1115,"{'id': 1126392, 'name': 'The Platform Collection', 'poster_path': '/nhzz8k3Kh1roYdPvbryX3VtgLZN.jpg', 'backdrop_path': '/m7REj1vsxi2aEcwT7iFHPRXbwgN.jpg'}",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",https://www.netflix.com/title/81284730,tt27729779,['ES'],"[{'id': 52270, 'logo_path': None, 'name': 'Basque Films', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,101,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Hunger will be the least of your worries.,"['Milena Smit', 'Hovik Keuchkerian', 'Natalia Tena', 'Óscar Jaenada', 'Ivan Massagué']",Galder Gaztelu-Urrutia
False,/wUdNZleFlH4f2u3LTMn1SwTZ6r.jpg,"[28, 9648, 53]",797271,zh,反击,Security expert Lu Zi Ming is hired to work at an oil and gas plant project bidding event. He is framed by several of the parties involved. In order to prove his innocence he must now devise the ultimate counter-attack.,108.475,/ayoqy3twWdKvUvbolbfoJToxUfl.jpg,2021-02-15,Counterattack,False,6.2,15,,0,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,tt13784650,['CN'],"[{'id': 206713, 'logo_path': None, 'name': 'Changxing Film Culture', 'origin_country': 'CN'}, {'id': 206714, 'logo_path': None, 'name': 'Sky & Sea (Shanghai) Culture Media', 'origin_country': 'CN'}, {'id': 206715, 'logo_path': None, 'name': 'N.B. Kernel Studios', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",0,88,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,"['Vincent Zhao Wenzhuo', 'Jiang Yiyi', 'Lu Peng', 'Song Hanhuan', 'Diego Dati']",Vincent Zhao Wenzhuo
False,/5d5SOM7AuXm9XstOOK12B677VDD.jpg,"[35, 10749]",1212142,en,Kinda Pregnant,"When Lainy's plan to settle down and start a family falls apart, she puts on a fake baby bump, tells a lie — and accidentally falls for her dream guy.",108.397,/k2Lq3rCJ7P9gk5Df9of9kqr9IJM.jpg,2025-02-04,Kinda Pregnant,False,5.5,185,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",https://www.netflix.com/title/81416715,tt30253036,['US'],"[{'id': 878, 'logo_path': '/e2AZdsQdkhN0qJhoN4TMYiVPLyb.png', 'name': 'Happy Madison Productions', 'origin_country': 'US'}, {'id': 214856, 'logo_path': None, 'name': 'Something Happy Productions', 'origin_country': ''}, {'id': 131593, 'logo_path': None, 'name': ""It's So Easy Productions"", 'origin_country': 'US'}, {'id': 194285, 'logo_path': None, 'name': 'Saks Picture Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Lying like a mother.,"['Amy Schumer', 'Jillian Bell', 'Brianne Howey', 'Will Forte', 'Lizze Broadway']",Tyler Spindel
False,/co7oxvpWxgd6FZU24DnljDDHYQA.jpg,"[878, 53]",1064028,en,Subservience,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",108.26,/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg,2024-08-15,Subservience,False,6.7,633,,4400000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,tt24871974,['US'],"[{'id': 1020, 'logo_path': '/kuUIHNwMec4dwOLghDhhZJzHZTd.png', 'name': 'Millennium Media', 'origin_country': 'US'}, {'id': 48738, 'logo_path': None, 'name': 'Campbell Grobman Films', 'origin_country': 'US'}, {'id': 12142, 'logo_path': '/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png', 'name': 'XYZ Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",262793,105,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Don't turn her on.,"['Megan Fox', 'Michele Morrone', 'Madeline Zima', 'Matilda Firth', 'Andrew Whipp']",SK Dale
